organisation,year,vendor_country,vendor_name,amount,description,country_code,Type,Period
NATO,2008,United States,BOEING INTEGRATED DEFENSE SYSTEMS,1726191.6,PROCUREMENT OF NASCELLE FITTINGS PARTS FOR E-3A,USA,Orders Awarded,Q1Q2
NATO,2008,United States,BOEING INTEGRATED DEFENSE SYSTEMS,1726191.6,PROCUREMENT OF NASCELLE FITTINGS PARTS FOR E-3A,USA,Orders Awarded,Q1Q2
NATO,2008,United States,CLARIANT CORPORATION,3285009.0,SUPPLY OF AMMUNITION,USA,Orders Awarded,Q3Q4
NATO,2008,United States,ESPEY MFG & ELECTRONICS CORP,1862370.93,SUPPLY OF POWER ASSEMBLIES,USA,Orders Awarded,Q1Q2
NATO,2008,United States,ESPEY MFG & ELECTRONICS CORP,1862370.93,SUPPLY OF POWER ASSEMBLIES,USA,Orders Awarded,Q1Q2
NATO,2008,United States,ESTERLINE MASON,1416152.43,HANDGRIPS FOR ITAS,USA,Orders Awarded,Q3Q4
NATO,2008,United States,GENERAL ELECTRIC CO,1350705.09,PROCUREMENT OF HELICOPTER UH60,USA,Orders Awarded,Q1Q2
NATO,2008,United States,GENERAL ELECTRIC CO,1350705.09,PROCUREMENT OF HELICOPTER UH60 SPARE PARTS,USA,Orders Awarded,Q1Q2
NATO,2008,United States,HARRIS CORP,1126424.25,PROCUREMENT OF AN-PRC-117F RADIOS,USA,Orders Awarded,Q3Q4
NATO,2008,United States,L-3 COMMUNICATIONS,1329982.5,PURCHASE OF A COCKPIT VOICE RECORDER,USA,Orders Awarded,Q3Q4
NATO,2008,United States,L-3 COMMUNICATIONS,1879947.72,PROCUREMENT OF 110 EA TWTS (CALL OFF),USA,Orders Awarded,Q1Q2
NATO,2008,United States,L-3 COMMUNICATIONS,1879947.72,PROCUREMENT OF 110 EA TWTS (CALL OFF),USA,Orders Awarded,Q1Q2
NATO,2008,United States,L-3 COMMUNICATIONS,2563565.34,PROCUREMENT OF 150 EA TWTS (CALL OFF),USA,Orders Awarded,Q1Q2
NATO,2008,United States,L-3 COMMUNICATIONS,2563565.34,PROCUREMENT OF 150 EA TWTS (CALL OFF),USA,Orders Awarded,Q1Q2
NATO,2008,United States,LOCKHEED MARTIN,7476214.2,SUPPLY OF AMMUNITION,USA,Orders Awarded,Q3Q4
NATO,2008,United States,RAYTHEON,1225863.87,PREPOSITIONING OF SPARES FOR PATRIOT,USA,Orders Awarded,Q1Q2
NATO,2008,United States,RAYTHEON,1225863.87,PREPOSITIONING OF SPARES FOR PATRIOT,USA,Orders Awarded,Q1Q2
NATO,2008,United States,RAYTHEON,1414458.99,SUPPLY OF MAJOR SPARE PARTS FOR PATRIOT,USA,Orders Awarded,Q1Q2
NATO,2008,United States,RAYTHEON,1414458.99,SUPPLY OF MAJOR SPARE PARTS FOR PATRIOT,USA,Orders Awarded,Q1Q2
NATO,2008,United States,RAYTHEON,1632235.08,"SUPPLY OF RADAR SPARES HERAT RUNWAY RESTORATION,",USA,Orders Awarded,Q3Q4
NATO,2008,United States,RECON INTERNATIONAL,10307739.96,EXTENSION OF TAXIWAY AND PARKING APRON.,USA,Orders Awarded,Q3Q4
NATO,2008,United States,SENSIS CORP,1318031.4,SUPPLY OF RADAR SPARES,USA,Orders Awarded,Q3Q4
NATO,2008,United States,ULTRA ELECTRONICS MEASUREMENT,1406040.3,PROCUREMENT OF LEFT AND RIGHT HANDGRIPS FOR THE LM WORKSHOP,USA,Orders Awarded,Q1Q2
NATO,2008,United States,ULTRA ELECTRONICS MEASUREMENT,1406040.3,PROCUREMENT OF LEFT AND RIGHT HANDGRIPS FOR THE LM WORKSHOP,USA,Orders Awarded,Q1Q2
NATO,2009,Afghanistan,METAG CONSTRUCTION & PRODUCTION,158460.0,PFP TRUST FUND SERVICES,AFG,Orders Awarded,Q3Q4
NATO,2009,Austria,AMST-SYSTEMTECHNIK GMBH,2093908.51,HELICOPTER SERVICES,AUT,Orders Awarded,Q3Q4
NATO,2009,Austria,RHEINMETALL WAFFE MUNITION ARGES,542697.7,AMMUNITION SUPPLIES,AUT,Orders Awarded,Q1Q2
NATO,2009,Belgium,AEG BELGIUM SA/NV,148568.76,HELICOPTER SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,AGILENT TECHNOLOGIES,129571.63,AWACS SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,AGILENT TECHNOLOGIES,223402.19,AIR DEFENSE GROUND SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,107655.5,HELICOPTERS SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,109565.36,HELICOPTER SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,111571.13,HELICOPTERS SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,124624.62,HELICOPTERS SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,172161.23,HELICOPTER SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,274302.6,HELICOPTER SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,AGUSTA AEROSPACE SERVICES SA,423441.26,HELICOPTERS SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,BARCO NV,241526.4,AWACS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,BLACK BOX NETWORK,0.0,SHAPE-GENCIS&NCCAP SUPPLIES,BEL,Outline Agreement,Q3Q4
NATO,2009,Belgium,BT LTD,0.0,IT SERVICES,BEL,Outline Agreement,Q1Q2
NATO,2009,Belgium,DOOSAN BENELUX SA,1456457.29,CP SERVICES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,FN HERSTAL SA,607167.29,RANDOM BROKERAGE SUPPLIES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,FN HERSTAL SA,689537.3,RANDOM BROKERAGE SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,INSIGHT TECHNOLOGY,0.0,LICENCE MANAGEMENT SERVICES,BEL,Outline Agreement,Q3Q4
NATO,2009,Belgium,INTERSOFT ELECTRONICS,0.0,AIR DEFENCE GROUND SYSTEMS UPGRADE,BEL,Outline Agreement,Q1Q2
NATO,2009,Belgium,LEBRUN SA,183619.0,C-17 SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,MINDSTREAM SPRL,0.0,RANDOM BROKERAGE SERVICES,BEL,Outline Agreement,Q1Q2
NATO,2009,Belgium,ORACLE BELGIUM BVBA,133580.39,LICENSES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,ORACLE BELGIUM BVBA,234499.95,LICENSES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,REDCORP,170372.3,MARITIME CIS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,ROHDE & SCHWARZ BELGIUM SA,196008.07,GENCIS&NCCAP SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,ROHDE & SCHWARZ BELGIUM SA,634158.31,PATRIOT SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,ROHDE & SCHWARZ BELGIUM SA,640151.99,CAPABILITY PACKAGES SERVICES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,SABENA TECHNICS SA/NV,192638.71,AWACS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,SERENA SOFTWARE BENELUX BVBA,162724.52,COMMUNICATION SYSTEMS SERVICES,BEL,Orders Awarded,Q1Q2
NATO,2009,Belgium,SIDEM SERVICE BVBA,676443.5,CP SERVICES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,SIEMENS ENTERPRISE COMMUNICATIONS,0.0,PABX TECHNICAL SUPPORT SERVICES,BEL,Outline Agreement,Q1Q2
NATO,2009,Belgium,THALES BELGIUM SA,139000.0,AWACS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,THALES BELGIUM SA,696452.55,AWACS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,THALES BELGIUM SA,1459500.0,AWACS SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Belgium,THE WEBBIT NV (EVENTDRIVE),0.0,BELCOAST 09  SERVICES,BEL,Outline Agreement,Q3Q4
NATO,2009,Belgium,VAREC NV,0.0,RUNNING GEAR SERVICES,BEL,Outline Agreement,Q1Q2
NATO,2009,Belgium,VAREC NV,1493762.11,RANDOM BROKERAGE SUPPLIES,BEL,Orders Awarded,Q3Q4
NATO,2009,Canada,ATCO FRONTEC,4378500.0,GENCIS&NCCAP SERVICES,CAN,Orders Awarded,Q3Q4
NATO,2009,Canada,ECO WASTE SOLUTIONS,3976128.36,CAPABILITY PACKAGES SERVICES,CAN,Orders Awarded,Q1Q2
NATO,2009,Canada,GENERAL DYNAMICS CANADA LTD,303923.5,AWACS SUPPLIES,CAN,Orders Awarded,Q3Q4
NATO,2009,Canada,HEROUX-DEVTEK INC,566819.76,AWACS SUPPLIES,CAN,Orders Awarded,Q1Q2
NATO,2009,Canada,NAVHOUSE CANADA,0.0,FIXED WING AIRCRAFT SERVICES,CAN,Outline Agreement,Q3Q4
NATO,2009,Czechia,ATS-TELCOM PRAHA AS,0.0,SHAPE-GENCIS&NCCAP SERVICES,CZE,Outline Agreement,Q3Q4
NATO,2009,Czechia,DAHER KARBOX SRO,366139.9,CAPABILITY PACKAGES SERVICES,CZE,Orders Awarded,Q1Q2
NATO,2009,Czechia,DAHER KARBOX SRO,374053.17,RANDOM BROKERAGE SUPPLIES,CZE,Orders Awarded,Q3Q4
NATO,2009,Czechia,DAHER KARBOX SRO,689692.98,CP NON HOST NATION SUPPLIES,CZE,Orders Awarded,Q3Q4
NATO,2009,Czechia,DAHER KARBOX SRO,14157379.35,CAPABILITY PACKAGES SERVICES,CZE,Orders Awarded,Q1Q2
NATO,2009,Denmark,BUKKEHAVE A/S,1170759.47,CP NON HOST NATION SERVICES,DNK,Orders Awarded,Q3Q4
NATO,2009,Denmark,BUKKEHAVE A/S,2202324.34,CAPABILITY PACKAGES SERVICES,DNK,Orders Awarded,Q1Q2
NATO,2009,Denmark,DSV AIR & SEA AS,276749.0,TRANSPORTATION SERVICES,DNK,Orders Awarded,Q3Q4
NATO,2009,Denmark,NCS FUEL A/S,2690458.98,CAPABILITY PACKAGES SUPPLIES,DNK,Orders Awarded,Q1Q2
NATO,2009,Finland,ENVIRONICS OY,117549.52,RANDOM BROKERAGE SUPPLIES,FIN,Orders Awarded,Q3Q4
NATO,2009,France,AERAZUR,0.0,RANDOM BROKERAGE SERVICES,FRA,Outline Agreement,Q1Q2
NATO,2009,France,ALSIM SIMULATEURS,883762.0,C-130 SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,AVIALL INC,119273.12,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,AVIALL INC,194544.4,AWACS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,AVIALL INC,383057.59,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,CMD ENGRENAGES ET RÉDUCTEURS,303339.7,ADG C&NF SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,DAURIAC NAUTIC SECURITE,109462.5,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EADS DEFENCE & SECURITY SYSTEMS SA,108420.0,COMMUNICATION SYSTEMS SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EADS DEFENCE & SECURITY SYSTEMS SA,140112.0,COMMUNICATION SYSTEMS SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EADS DEFENCE & SECURITY SYSTEMS SA,208491.66,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EADS DEFENCE & SECURITY SYSTEMS SA,214916.24,GENCIS&NCCAP SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EADS DEFENCE & SECURITY SYSTEMS SA,233891.13,GENCIS&NCCAP SERVICES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EURENCO,259260.02,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER,554487.68,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER FRANCE,107864.0,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,108026.63,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER FRANCE,109010.75,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,130576.6,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,147979.4,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,150114.44,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,203009.5,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,212522.66,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROCOPTER FRANCE,251146.59,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER FRANCE,257665.69,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER FRANCE,259262.8,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,EUROCOPTER FRANCE,895810.52,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROTRADIA INTERNATIONAL,134760.5,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,EUROTRADIA INTERNATIONAL,195732.85,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,HECKLER & KOCH FRANCE SAS,367128.19,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,HECKLER & KOCH FRANCE SAS,650311.5,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,HECKLER & KOCH FRANCE SAS,864574.44,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,HECKLER & KOCH FRANCE SAS,1667867.95,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,HUMBERT CTTS,0.0,"CARTRIDGE,5.56 MILLIMETER",FRA,Outline Agreement,Q3Q4
NATO,2009,France,ISIS-MPP,228884.35,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,JENOPTEC,1036856.6,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,L'HOTELLIER,291948.65,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,LACROIX SA,874866.0,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,LACROIX SA,1898787.26,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,LASCOM TECHNOLOGIES,0.0,PRODUCT AND LICENSE SUPPORT,FRA,Outline Agreement,Q3Q4
NATO,2009,France,MAISONNEUVE SAS,3851851.24,CAPABILITY PACKAGES SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,MESSIER DOWTY SA,283108.25,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,MSA GALLET SA,1598569.5,RANDOM BROKERAGE SERVICES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,NHINDUSTRIES SAS,0.0,NH-90 SUPPLIES,FRA,Outline Agreement,Q3Q4
NATO,2009,France,OAKLEY ICON,12093000.0,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,PALL FLUIDES & SYSTEMES SA,215892.02,HELICOPTERS SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,PHOENIX EUROPEAN SOLUTIONS LTD,0.0,COMMUNICATION SYSTEMS SERVICES,FRA,Outline Agreement,Q1Q2
NATO,2009,France,PHOENIX EUROPEAN SOLUTIONS LTD,135262.29,GENCIS&NCCAP SERVICES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,RAIDCO MARINE,0.0,RAIDCO RIB 11.00 HT HG-MARTINIQUE,FRA,Outline Agreement,Q3Q4
NATO,2009,France,RENAULT TRUCKS SAS,416722.0,SUPPLY OF TRUCKS,FRA,Orders Awarded,Q1Q2
NATO,2009,France,RENAULT TRUCKS SAS,1385185.04,CAPABILITY PACKAGES SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,RIVOLIER SA,1717072.56,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,SAE ALSETEX,0.0,"FUSEE, SIGNALISATIO",FRA,Outline Agreement,Q3Q4
NATO,2009,France,SAE ALSETEX,0.0,"GRENADE,A MAIN - ARMY",FRA,Outline Agreement,Q3Q4
NATO,2009,France,SAE ALSETEX,376564.9,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,SAE ALSETEX,1197024.91,AMMUNITION SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,SAE ALSETEX,4390431.76,AMMUNITION SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,SECAPEM SA,1142574.44,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,SM 5 AUTOMATION,1146055.0,HAWK SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,SODEXO AFRICA SA,0.0,KAIA RLS SERVICES (LAUNDRY),FRA,Outline Agreement,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,113435.12,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,117168.66,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,122705.03,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,126932.02,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,133149.49,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,188567.4,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES AIR SYSTEMS SA,204373.09,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES AIR SYSTEMS SA,215366.6,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES AIR SYSTEMS SA,231839.49,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,234006.5,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES AIR SYSTEMS SA,247136.44,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,249505.0,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,264654.61,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,373215.0,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES AIR SYSTEMS SA,506655.0,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,522640.0,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,604650.0,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,860547.61,COBRA SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AIR SYSTEMS SA,986916.68,COBRA SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES ANGENIEUX,1198587.27,NIGHT VISION DEVICES & SPARES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES AVIONICS ELECTRICAL SYSTEMS,0.0,FIXED WING AIRCRAFT SERVICES,FRA,Outline Agreement,Q3Q4
NATO,2009,France,THALES AVIONICS ELECTRICAL SYSTEMS,185797.13,FIXED WING AIRCRAFT SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES COMMUNICATIONS,117001.86,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES COMMUNICATIONS,249699.6,HELICOPTER SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES ELECTRON DEVICES,437016.0,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES ELECTRON DEVICES,552942.0,FPS-117 SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES ELECTRON DEVICES,946673.4,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES ELECTRON DEVICES,1020260.0,FPS-117 SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,THALES RAYTHEON SYSTEMS,105273.04,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES RAYTHEON SYSTEMS,119908.35,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES RAYTHEON SYSTEMS,344318.29,NADGE SUPPLIES,FRA,Orders Awarded,Q3Q4
NATO,2009,France,THALES SECURITY SOLUTIONS &,0.0,VBR-NBC SUPPLY SUPPORT,FRA,Outline Agreement,Q3Q4
NATO,2009,France,THALES SECURITY SYSTEMS,221944.08,RANDOM BROKERAGE SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,TLD EUROPE,329712.17,C-17 PROJECT SUPPLIES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,TR EQUIPEMENT,1285084.19,RANDOM BROKERAGE SERVICES,FRA,Orders Awarded,Q1Q2
NATO,2009,France,VAISALA SA,0.0,RANDOM BROKERAGE SUPPLIES,FRA,Outline Agreement,Q1Q2
NATO,2009,Germany,AIM INFRAROT-MODULE GMBH,0.0,TOW SERVICES,DEU,Outline Agreement,Q3Q4
NATO,2009,Germany,AIRTEC GMBH,0.0,TUAF-MAINT AND CALIB-MILITARY CYPRES,DEU,Outline Agreement,Q3Q4
NATO,2009,Germany,AKAH-ALBRECHT KIND GMBH,157626.0,AMMUNITION SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,ALTRAN GMBH & CO KG,460687.7,AWACS SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,AT TECHNOLOGIES GMBH,164159.0,C-130 SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,ATLAS ELEKTRONIK GMBH,310620.52,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,BERNHARDT APPARATEBAU GMBH & CO,2892612.24,HELICOPTERS SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,BHV AVIATION CONSULTANTS GMBH,517317.69,FIXED WING AIRCRAFT SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,BRUKER DALTONIK GMBH,121479.05,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,BTC LINKE & SILCO-TEC GMBH,275867.74,C-17 SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,CAE ELECTRONICS GMBH,539320.0,HELICOPTERS SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,CAE ELECTRONICS GMBH,1385830.0,HELICOPTERS SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,CONTREF GMBH,117393.84,MLRS SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,261042.0,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,DIEHL DEFENCE LAND SYSTEMS GMBH,915037.0,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,118797.74,COBRA SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,203006.72,COBRA SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,226774.33,COBRA SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,226786.84,COBRA SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,403100.0,AWACS SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,424506.0,AWACS SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,444408.02,AIR DEFENSE GROUND SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,643489.38,COBRA SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,EADS DEUTSCHLAND GMBH,1168545.2,COBRA SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,ECOLOG AG,413733.5,KAF RLS SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,ECOLOG AG,1351730.52,KAF RLS SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,ECOLOG AG,1731071.25,KAF RLS SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,ELNIC GESELLSCHAFT FUER,317448.2,PATRIOT SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EST-EAB GMBH,692333.98,AMMUNITION SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,EST-EAB GMBH,817667.5,AMMUNITION SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,EST-EAB GMBH,2676036.34,AMMUNITION SERVICES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,FAUST CONSULT GMBH,338865.32,A&E SERVICES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,GENTAS GMBH,428952.61,WARDAM II SUPPLIES,DEU,Orders Awarded,Q1Q2
NATO,2009,Germany,GERGEN-JUNG GMBH,0.0,PATRIOT SERVICES,DEU,Outline Agreement,Q3Q4
NATO,2009,Germany,GOODRICH CONTROL SYSTEMS GMBH,338448.32,FIXED WING AIRCRAFT SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,GORE W.L. & ASSOCIATES GMBH,154120.42,AWACS SUPPLIES,DEU,Orders Awarded,Q3Q4
NATO,2009,Germany,HECKLER & KOCH GMBH,132582.37,RANDOM BROKERAGE SUPPLIES,DEU,Orders Awarded,Q3Q4
